	round_number	emotion	text_id	timestamp	prolific_id	anger	boredom	disgust	fear	guilt	joy	pride	relief	sadness	shame	surprise	trust	generated_text	hidden_emo_text	event_duration	emotion_duration	intensity	confidence	suddenness	familiarity	predict_event	pleasantness	unpleasantness	goal_relevance	chance_responsblt	self_responsblt	other_responsblt	predict_conseq	goal_support	urgency	self_control	other_control	chance_control	accept_conseq	standards	social_norms	attention	not_consider	effort	previous_participation	age	gender	education	ethnicity	extravert	critical	dependable	anxious	open	quiet	sympathetic	disorganized	calm	conventional	did_you_lie?	original_demographics
2369	round-5	guilt	5978	2021/10/06 2:35:45 pm EET	7232fdf6568eeae9386dc7e94e097233	1	1	1	1	1	1	1	1	1	1	1	1	I felt guilt when I met a friend for coffee rather than meeting as a group. I knew the others would not have liked to be left out	I felt ... when I met a friend for coffee rather than meeting as a group. I knew the others would not have liked to be left out	hours	days	2	5	2	5	3	4	1	1	3	3	1	3	3	1	2	3	1	1	3	1	3	1	1	No, I participated before and answered the next set of questions.	65	Female	Undergraduate degree (BA/BSc/other)	European	5.0	4.0	7.0	2.5	2.5	2.0	7.0	2.0	5.5	7.0	The event really happened in my life.	AVERAGED: text id 398, 5511
1849	round-4	fear	4616	2021/09/20 1:51:10 am EET	a7226d1e5a4d68e7453486aed4ad5e18	2	3	2	4	4	3	2	2	4	1	1	1	when i lost my items on holiday becuase they where very important to me	when i lost my items on holiday becuase they where very important to me	days	days	5	5	5	2	4	2	5	3	4	3	4	3	3	3	3	4	2	4	4	1	4	5	5	Yes, first time, I will answer the following questions.	20	Female	Secondary education	European	4.3	5.2	4.4	5.5	4.5	6.1	5.4	2.2	2.4	2.1	--	AVERAGED: text id 4452, 4408, 4616, 4572, 4714, 4788, 4885, 4961, 4923, 4945, 41443, 41838
4517	round-5	relief	52014	2021/10/06 5:54:05 pm EET	d9892d37ecb15f18660b00b25240af95	3	3	1	5	1	4	1	1	5	1	1	1	My daughter started therapy	My daughter started therapy	weeks	weeks	5	5	1	4	4	5	1	5	1	5	5	4	5	3	5	5	5	1	1	1	5	1	5	No, I participated before and answered the next set of questions.	30	Female	Secondary education	English	5.0	5.0	6.0	7.0	5.0	6.0	7.0	4.0	3.0	4.0	The event really happened in my life.	COPIED FROM: text id 51500
1036	round-6	boredom	6175	2021/11/01 9:14:32 pm CET	63d0b19fe74d6835d830f2b00f437062	1	3	1	1	1	3	1	3	1	1	1	1	I was at home last night. My husband was out and I was so tired but not tired enough to sleep?	I was at home last night. My husband was out and I was so tired but not tired enough to sleep?	hours	hours	3	4	1	5	5	1	3	2	1	4	2	4	2	1	4	1	1	3	1	1	2	4	3	No, I participated before and answered the next set of questions.	32	Female	Undergraduate degree (BA/BSc/other)	East Asian	5.0	5.0	5.0	3.0	5.0	3.0	4.0	2.0	5.0	3.0	The event really happened in my life.	COPIED FROM: text id 681
3421	round-5	no-emotion	51566	2021/10/06 5:37:40 pm EET	7c27c7899c168f0b8961031dcfd24430	1	1	1	1	1	3	3	2	1	1	1	5	my  holiday got cancelled	my  holiday got cancelled	days	hours	4	5	2	1	5	2	3	3	5	1	1	5	3	5	5	5	5	5	4	1	5	1	4	Yes, first time, I will answer the following questions.	41	Female	Secondary education	European	4.0	5.0	7.0	3.0	7.0	2.0	7.0	1.0	4.0	1.0	The event really happened in my life.	ORIGINAL
4937	round-5	sadness	52153	2021/10/06 2:49:25 pm EET	336295c4bd5cc5bda4b5acf254846882	1	1	1	2	3	1	1	1	3	3	1	1	my eldest son approached me and told me he wasn't comfortable with himself and wanted to be the opposite sex. I felt extreme sadness for him knowing that he was going to have a long hard road ahead of him and that he couldn't just be happy with who he already was. It always brings waves of sadness each time i look at him.	my eldest son approached me and told me he wasn't comfortable with himself and wanted to be the opposite sex. I felt extreme ... for him knowing that he was going to have a long hard road ahead of him and that he couldn't just be happy with who he already was. It always brings waves of ... each time i look at him.	weeks	weeks	5	5	4	1	2	1	5	5	5	1	1	1	1	5	1	3	4	1	4	3	5	5	5	No, I participated before and answered the next set of questions.	41	Female	High school	European	4.0	6.0	4.0	6.0	3.0	5.0	5.0	3.0	2.0	5.0	The event really happened in my life.	COPIED FROM: text id 5268
2166	round-6	fear	6357	2021/11/01 9:26:19 pm CET	518c9890bc48cb46c04c1ae9e6cf64a5	1	1	1	1	1	1	1	1	1	1	1	1	my husband and i were long-distance for over a year. We hadn't seen each other in over 7 months and one day, on the phone, he told me it was getting hard for him and he didn't know what to do anymore if things didn't change. The situation was out of my control, I couldn't speed up our time apart and I genuinely feared I would lose my marriage over it.	my husband and i were long-distance for over a year. We hadn't seen each other in over 7 months and one day, on the phone, he told me it was getting hard for him and he didn't know what to do anymore if things didn't change. The situation was out of my control, I couldn't speed up our time apart and I genuinely ... I would lose my marriage over it.	minutes	weeks	5	5	4	2	3	1	5	5	4	3	3	4	1	5	4	4	5	1	1	1	5	2	5	No, I participated before and answered the next set of questions.	30	Female	Undergraduate degree (BA/BSc/other)	European	6.0	1.0	7.0	1.0	7.0	1.0	5.0	1.0	5.0	1.0	The event really happened in my life.	COPIED FROM: text id 61034
3028	round-2	no-emotion	2123	2021/07/20 5:22:20 pm EET	2ec85e1f6cef3d83e8d87b3119640cfa	1	3	1	1	1	1	1	1	1	1	1	1	When the European Championship football was playing because I have not interest in football despite England's success this year.	When the European Championship football was playing because I have not interest in football despite England's success this year.	weeks	I had none	1	5	1	4	1	1	1	1	1	1	5	1	1	1	1	5	1	5	1	1	1	3	1	No, I participated before and answered the next set of questions.	25	Male	Undergraduate degree (BA/BSc/other)	European	2.0	6.0	7.0	2.0	5.0	5.0	4.0	2.0	6.0	4.0	--	COPIED FROM: text id 23
5997	round-6	surprise	6970	2021/11/01 8:05:08 pm CET	9285f3fd1b88fcec57da1f0e5e97f7f7	1	1	1	1	1	1	1	1	1	1	1	1	I got a new job that I had really wanted but doubted I would be offered.	I got a new job that I had really wanted but doubted I would be offered.	weeks	days	4	4	2	2	1	5	1	5	1	5	1	4	2	4	4	4	1	3	1	1	5	1	5	Yes, first time, I will answer the following questions.	54	Female	Undergraduate degree (BA/BSc/other)	European	5.0	2.0	5.0	2.0	4.0	3.0	6.0	1.0	5.0	3.0	The event really happened in my life.	ORIGINAL
1974	round-5	fear	5765	2021/10/06 2:30:33 pm EET	034bb12696eb7f4e7b155459c1d5fd57	1	2	1	1	1	2	1	1	2	1	1	2	i was told i needed an emergency c section	i was told i needed an emergency c section	hours	hours	5	5	5	1	1	1	5	5	5	1	1	1	2	5	1	2	5	1	4	2	5	2	5	No, I participated before and answered the next set of questions.	28	Female	High school	European	2.0	6.0	3.0	7.0	5.0	2.0	5.0	6.0	1.0	4.0	The event really happened in my life.	COPIED FROM: text id 5296
5785	round-5	surprise	52517	2021/10/06 3:02:53 pm EET	bf99938f99d43bb8398245e53cf4e99b	1	3	1	1	1	1	1	1	3	1	1	1	someone had a party for me	someone had a party for me	hours	days	4	4	5	2	1	5	1	4	1	2	5	3	5	5	5	5	2	3	1	1	5	1	4	No, I participated before and answered the next set of questions.	20	Female	Undergraduate degree (BA/BSc/other)	European	7.0	4.0	6.0	5.0	7.0	2.0	6.0	1.0	3.0	4.0	The event really happened in my life.	COPIED FROM: text id 51174
4993	round-5	sadness	52091	2021/10/06 3:16:56 pm EET	c5023e014863b13bf87e14fa86db34af	1	2	1	1	1	1	1	1	1	1	1	3	My dog was getting elderly and her health was deteriorating. It got to the point where I had to make the decision to take her to the vet to put her to sleep.	My dog was getting elderly and her health was deteriorating. It got to the point where I had to make the decision to take her to the vet to put her to sleep.	minutes	weeks	5	5	4	4	5	1	5	4	5	1	1	5	1	5	1	1	5	4	3	1	5	4	5	No, I participated before and answered the next set of questions.	40	Female	Undergraduate degree (BA/BSc/other)	European	2.0	5.0	7.0	6.0	5.0	7.0	3.0	2.0	4.0	1.0	The event really happened in my life.	COPIED FROM: text id 51418
857	round-5	boredom	5299	2021/10/06 2:27:11 pm EET	274434a08e6f4761ac2828569de13e6a	2	3	1	1	2	3	2	3	1	2	4	4	I felt bored because I was the only person at home.	I felt ... because I was the only person at home.	seconds	seconds	1	3	5	3	3	1	4	2	4	5	3	2	2	2	4	4	3	2	4	4	5	3	4	No, I participated before and answered the next set of questions.	52	Male	Graduate degree (MA/MSc/MPhil/other)	Indigenous	5.0	3.0	4.0	2.0	7.0	6.0	6.0	1.0	6.0	1.0	The event really happened in my life.	COPIED FROM REJECTED: text id 523
101	round-3	anger	368	2021/09/03 4:27:54 pm EET	cb4041933ed3941718e72ca24a63d60c	1	3	1	1	1	3	1	2	1	1	1	2	I felt ANGER when trying to organise my wedding and a guest was being very unhelpful	I felt ... when trying to organise my wedding and a guest was being very unhelpful	hours	hours	4	4	4	4	4	1	4	4	1	2	5	4	2	4	3	4	1	4	4	2	4	3	3	Yes, first time, I will answer the following questions.	32	Male	Graduate degree (MA/MSc/MPhil/other)	European	5.0	3.0	5.0	3.0	4.0	4.0	5.0	3.0	5.0	5.0	--	ORIGINAL
557	round-2	boredom	226	2021/07/20 7:58:42 pm EET	ba00e1104f4fa24aa2ebc9fa747197cc	1	4	1	1	1	2	1	1	2	1	1	2	I felt boredom today at work because there was nothing to do. There weren't many customers due to a traffic jam, there was no delivery and I had nobody to talk to.	I felt ... today at work because there was nothing to do. There weren't many customers due to a traffic jam, there was no delivery and I had nobody to talk to.	hours	hours	1	5	1	5	5	2	5	1	1	2	2	5	1	5	5	5	1	4	1	1	5	1	5	No, I participated before and answered the next set of questions.	20	Female	High school	European	6.0	5.0	6.0	6.0	6.0	5.0	6.0	1.0	3.0	2.0	--	COPIED FROM: text id 2165
614	round-3	boredom	3152	2021/09/03 5:20:15 pm EET	26d8b2221948b31c8b53b648f4e8c60b	1	3	1	1	1	2	1	1	1	1	1	1	I had to sit in a Doctor waiting room for over 4 hours waiting to be seen	I had to sit in a Doctor waiting room for over 4 hours waiting to be seen	hours	hours	4	5	5	1	1	1	5	5	4	1	1	1	1	4	1	1	5	1	3	1	5	5	1	Yes, first time, I will answer the following questions.	37	Female	Undergraduate degree (BA/BSc/other)	European	1.0	1.0	6.0	5.0	3.0	6.0	6.0	3.0	6.0	5.0	--	ORIGINAL
6054	round-2	trust	2232	2021/07/19 6:24:18 pm EET	e31c8ab8ab933ee216cd041e3199ebd7	4	4	3	4	3	2	2	3	3	3	3	3	when my friends send farewell wishes to me when I finish my exchange	when my friends send farewell wishes to me when I finish my exchange	hours	hours	4	4	4	4	4	4	4	4	4	2	3	4	3	3	3	4	5	4	3	3	3	3	5	Yes, first time, I will answer the following questions.	25	Male	Undergraduate degree (BA/BSc/other)	East Asian	3.0	3.0	4.0	5.0	5.0	5.0	4.0	5.0	4.0	5.0	--	ORIGINAL
3759	round-4	pride	41104	2021/09/20 2:34:43 am EET	76ddb9a0e1e4f23bb4e9b0e3d5659a54	2	3	1	1	1	4	4	1	1	1	3	3	When my fiancée got promoted	When my fiancée got promoted	seconds	seconds	2	2	4	2	3	4	1	4	2	2	4	2	4	3	3	3	2	4	2	1	4	2	3	No, I participated before and answered the next set of questions.	28	Female	High school	European	6.0	5.0	6.0	4.0	5.0	4.0	6.0	5.0	4.0	5.0	--	COPIED FROM REJECTED: text id 41842
3586	round-2	pride	2132	2021/07/20 8:23:03 pm EET	10d24bcc5693e93669732a9176758431	1	2	1	1	1	1	1	1	1	1	1	1	I finished an embroidery piece as a gift for my brother-in-law	I finished an embroidery piece as a gift for my brother-in-law	minutes	hours	3	4	1	2	4	5	1	4	1	4	4	3	4	2	2	3	2	3	1	1	2	1	2	No, I participated before and answered the next set of questions.	23	Female	High school	European	2.0	4.0	4.0	7.0	5.0	6.0	6.0	2.0	2.0	1.0	--	COPIED FROM: text id 2170
6297	round-4	trust	41853	2021/09/19 11:41:00 pm EET	3b90c7493d3c82d0403dc08152c7d880	1	2	1	1	1	2	2	1	1	1	1	2	My doctors managed to help my pain and found the source	My doctors managed to help my pain and found the source	hours	hours	5	5	5	2	5	1	5	5	5	1	1	5	4	5	2	5	5	5	1	1	3	5	4	No, I participated before and answered the next set of questions.	31	Female	Undergraduate degree (BA/BSc/other)	European	6.0	5.0	7.0	4.0	6.0	6.0	7.0	1.0	5.0	1.0	--	COPIED FROM: text id 470
4839	round-4	sadness	41404	2021/09/20 2:11:03 am EET	8e0aeb1fe708813f46cbb9321895fbb1	1	1	1	1	2	1	2	3	2	1	1	2	Tonight, my daughter stuck her tongue out at me during a temper tantrum. I yelled at her and sent her to her room for a timeout and she cried for a long time. I felt really disgusted and sad about it.	Tonight, my daughter stuck her tongue out at me during a temper tantrum. I yelled at her and sent her to her room for a timeout and she cried for a long time. I felt really disgusted and ... about it.	minutes	minutes	4	4	4	4	4	1	4	4	3	5	4	4	1	4	4	3	3	4	4	2	4	4	4	No, I participated before and answered the next set of questions.	35	Female	Undergraduate degree (BA/BSc/other)	North American	4.0	5.0	6.0	6.0	6.0	6.0	6.0	4.0	5.0	4.0	--	COPIED FROM: text id 41841
5529	round-3	surprise	31283	2021/09/03 10:28:21 pm EET	cc22064d0f2e9dc107b71f128d12132f	1	3	1	1	1	2	1	1	1	1	1	2	I found out I won a contest for $100!	I found out I won a contest for $100!	minutes	hours	4	5	5	3	4	5	1	2	5	2	2	1	4	3	1	4	5	4	1	1	4	1	1	Yes, first time, I will answer the following questions.	23	Female	Undergraduate degree (BA/BSc/other)	North American	5.0	1.0	6.0	5.0	5.0	5.0	6.0	1.0	3.0	1.0	--	ORIGINAL
1986	round-5	fear	5780	2021/10/06 2:38:49 pm EET	88901e5345854244e540f777f5716507	1	1	1	1	1	3	1	1	1	1	1	1	I was swimming in the sea on holiday and a strong wave came and pulled me down, the waves kept coming and I couldn’t get up and felt like I was drowning. Eventually the current carried me to shore.	I was swimming in the sea on holiday and a strong wave came and pulled me down, the waves kept coming and I couldn’t get up and felt like I was drowning. Eventually the current carried me to shore.	seconds	weeks	5	5	5	1	1	1	5	3	5	1	1	1	1	3	1	1	5	3	1	1	3	5	5	Yes, first time, I will answer the following questions.	36	Female	Graduate degree (MA/MSc/MPhil/other)	European	4.0	2.0	7.0	6.0	4.0	5.0	7.0	4.0	4.0	5.0	The event really happened in my life.	ORIGINAL
4604	round-6	relief	6746	2021/11/01 9:14:27 pm CET	09a34e1f54b940f2a4466d691f4d2596	1	1	1	1	1	1	1	1	1	1	1	3	I was back at home after an evening out and my daughter had gone to bed for her dad ok	I was back at home after an evening out and my daughter had gone to bed for her dad ok	minutes	hours	5	5	2	4	4	5	1	4	1	5	1	4	2	2	2	4	1	2	2	1	4	2	2	No, I participated before and answered the next set of questions.	37	Female	Undergraduate degree (BA/BSc/other)	European	5.0	3.0	5.0	3.0	5.0	3.0	5.0	5.0	5.0	5.0	The event really happened in my life.	COPIED FROM: text id 6330
4010	round-5	pride	51693	2021/10/06 5:48:14 pm EET	4cdfade4fdc81ce5f171f8fbe0b0dbf6	1	3	1	1	1	1	1	1	1	1	1	1	my son said his first word	my son said his first word	seconds	hours	4	5	2	3	4	5	1	1	1	4	4	3	4	2	1	4	1	1	1	1	3	1	1	No, I participated before and answered the next set of questions.	32	Female	Undergraduate degree (BA/BSc/other)	European	7.0	7.0	6.0	1.0	5.0	1.0	7.0	2.0	6.0	6.0	I never experienced that event, but I really imagined how it would make me feel.	COPIED FROM REJECTED: text id 51226
341	round-5	anger	580	2021/10/06 1:48:31 pm EET	5cf4d0ac0fce9550526e2e71fb1c2771	1	2	1	2	1	2	1	1	2	1	1	1	I was blamed for something at my new job that they had no proof I did. Me and another worker were both doing said task and either of us could have easily made the mistake.	I was blamed for something at my new job that they had no proof I did. Me and another worker were both doing said task and either of us could have easily made the mistake.	minutes	days	4	5	3	2	2	1	4	3	1	3	3	2	1	3	2	3	2	2	4	3	3	2	2	Yes, first time, I will answer the following questions.	22	Male	High school	North American	2.0	6.0	6.0	2.0	4.0	6.0	4.0	1.0	6.0	3.0	The event really happened in my life.	ORIGINAL
2244	round-3	guilt	3487	2021/09/03 5:52:47 pm EET	ac734b5bfcbc1932bc120055ac5eaefe	1	3	1	1	2	1	1	1	1	2	1	1	I hit a rabbit while driving.	I hit a rabbit while driving.	seconds	days	4	4	5	1	2	1	5	2	4	2	1	1	1	1	1	1	3	1	5	1	3	4	1	No, I participated before and answered the next set of questions.	38	Male	Undergraduate degree (BA/BSc/other)	European	2.0	6.0	5.0	7.0	5.0	5.0	6.0	6.0	1.0	2.0	--	COPIED FROM: text id 3316
6113	round-3	trust	31318	2021/09/03 11:02:32 pm EET	79c042ecd443a4390992a85e9d2c2480	1	3	1	1	1	1	1	1	1	1	1	1	I felt trust when I went on a trip North of my state without my parents and my friends who had done the trip before were looking after me the whole time.	I felt ... when I went on a trip North of my state without my parents and my friends who had done the trip before were looking after me the whole time.	days	hours	4	5	1	1	4	5	1	3	4	4	3	2	5	1	2	3	4	5	1	1	4	1	5	No, I participated before and answered the next set of questions.	19	Female	High school	Hispanic/Latino	6.0	6.0	7.0	5.0	6.0	2.0	5.0	1.0	5.0	2.0	--	COPIED FROM: text id 3935
2649	round-4	joy	4771	2021/09/20 2:09:33 am EET	7e7dc4499fa555ceafe948193258df31	1	1	1	1	1	1	1	1	1	1	1	1	I felt joy when I did well in all of my classes for a semester and made the Dean's List at my college.	I felt ... when I did well in all of my classes for a semester and made the Dean's List at my college.	hours	hours	4	4	2	1	1	4	1	5	2	4	2	2	4	1	1	2	2	5	1	1	3	1	1	No, I participated before and answered the next set of questions.	24	Female	High school	Hispanic/Latino	2.0	4.0	4.0	6.0	5.0	5.0	5.0	4.0	4.0	2.0	--	COPIED FROM: text id 41539
2800	round-5	joy	51137	2021/10/06 2:48:09 pm EET	c19e5358b4d473a7077f0f23b4e8a2a9	1	2	1	1	1	3	2	3	1	1	3	3	When my Niece was born	When my Niece was born	weeks	weeks	5	5	3	4	2	5	1	4	1	1	5	1	5	1	1	2	4	4	1	1	1	1	1	Yes, first time, I will answer the following questions.	25	Female	Graduate degree (MA/MSc/MPhil/other)	European	5.0	5.0	7.0	7.0	5.0	5.0	6.0	6.0	4.0	2.0	The event really happened in my life.	ORIGINAL
6365	round-5	trust	52680	2021/10/06 3:34:20 pm EET	3f9c5b1326a1113ce3851a86e627b0ab	2	3	2	2	2	4	4	4	2	1	4	4	When I left my car with a friend as I was on holiday.	When I left my car with a friend as I was on holiday.	weeks	days	5	5	4	3	5	4	5	4	5	4	1	4	4	5	4	3	4	4	4	4	4	3	2	No, I participated before and answered the next set of questions.	28	Male	High school	European	3.0	3.0	6.0	3.0	5.0	6.0	6.0	1.0	5.0	3.0	The event really happened in my life.	COPIED FROM: text id 58
3242	round-4	no-emotion	4996	2021/09/20 1:32:32 am EET	473cb889d5251e5d1db3426994eff442	1	1	1	1	1	1	1	1	1	1	1	1	A friend I usually hang out with told me she was moving 2 hours away.	A friend I usually hang out with told me she was moving 2 hours away.	days	seconds	1	4	5	3	1	1	1	1	4	1	5	1	1	4	1	5	1	5	1	1	5	1	1	No, I participated before and answered the next set of questions.	22	Female	High school	European	2.0	5.0	6.0	6.0	5.0	7.0	5.0	1.0	4.0	1.0	--	COPIED FROM: text id 41449
5698	round-4	surprise	41732	2021/09/19 11:52:22 pm EET	7d8c0c52258d937a43a93ce685cc45bf	1	3	1	1	1	1	1	1	1	1	1	1	I felt surprise when I got a first class result in my degree	I felt ... when I got a first class result in my degree	minutes	hours	4	5	2	4	3	5	1	4	1	5	4	1	5	1	2	5	1	5	1	1	3	1	1	Yes, first time, I will answer the following questions.	23	Female	Graduate degree (MA/MSc/MPhil/other)	European	5.0	2.0	5.0	6.0	7.0	2.0	6.0	4.0	6.0	1.0	--	ORIGINAL
3637	round-3	pride	3793	2021/09/03 10:07:10 pm EET	77efc6776f7a210ad01d8785ef96c20f	1	1	1	1	1	1	1	1	1	1	1	1	I felt pride when I announced that I accepted a new job.	I felt ... when I announced that I accepted a new job.	minutes	days	4	4	3	1	4	5	1	4	3	5	5	4	5	3	4	2	1	3	1	1	4	1	4	No, I participated before and answered the next set of questions.	28	Female	Graduate degree (MA/MSc/MPhil/other)	North American	6.0	4.0	5.0	5.0	5.0	3.0	7.0	5.0	3.0	3.0	--	COPIED FROM: text id 3681
5721	round-4	surprise	41756	2021/09/20 1:42:09 am EET	51e0d7c1c250f9d59ee8417cded48c6c	1	2	1	1	1	4	2	3	2	1	2	2	I felt surprise when I got a prize for an event I didn't expect	I felt ... when I got a prize for an event I didn't expect	minutes	minutes	3	4	5	2	1	5	1	2	4	4	5	1	1	3	1	4	1	1	1	1	3	1	1	No, I participated before and answered the next set of questions.	38	Male	Graduate degree (MA/MSc/MPhil/other)	White	5.0	3.0	6.0	5.0	6.0	6.0	4.0	2.0	5.0	1.0	--	COPIED FROM: text id 4112
